webnovelId,wn_Title,wn_Genre,wn_DatePublished,wn_DateModified,wn_CopyrightHolder,wn_Description,wn_BestRating,wn_Author,wn_AuthorProfile,wn_NumberOfChapters,wn_NumberOfViews,wn_Synopsis,wn_totalReviewNum,wn_totalScore,wn_translationQuality,wn_updatingStability,wn_storyDevelopment,wn_characterDesign,wn_worldBackGround,wn_bookType
8060642606003005,"Full Marks Hidden Marriage: Pick Up a Son, Get a Free Husband",Urban,2017-07-26T03:32:32.000Z,2024-03-12T07:34:04.000Z,Jiong Jiong You Yao / WebNovel,"Read Full Marks Hidden Marriage: Pick Up a Son, Get a Free Husband novel written by the author Jiong Jiong You Yao on WebNovel, This serial novel genre is urban stories, covering ROMANCE, COMEDY, ACTION, REVENGE, BEAUTY ✓ Newest updated ✓ All rights reserved",5,Jiong Jiong You Yao,,2165,453.5M," After five years, Ning Xi returned to the place that had pushed her away — home. With a sister who turned her parents against her and made her childhood sweetheart betray her, the odds seemed grey.However, five years abroad had changed her, and she came home to fulfil her childhood dream of becoming an actress. Despite her evil sister still out to get her, tables will be turned. One day, after falling into one of her sister's schemes, she saves an adorable kid and found herself staying at his house to help him come out of his shell. Slowly, his father Lu Tingxiao began falling for her. This was before they realised how their lives had been intertwined all this while without their knowledge.  ",47842,4.67,4.6760798,4.6336484,4.6943064,4.710004,4.655888,1
6838665602003405,Gourmet of Another World,Eastern,2017-04-06T11:11:50.000Z,2023-10-12T07:33:20.000Z,Li Hongtian / WebNovel,"Read Gourmet of Another World novel written by the author Li Hongtian on WebNovel, This serial novel genre is eastern stories, covering SYSTEM, CULTIVATION, COMEDY, WEAKTOSTRONG, TRANSMIGRATION ✓ Newest updated ✓ All rights reserved",5,Li Hongtian,/profile/4300678256,1851,41.3M," In a fantasy world where martial artists can split mountains and creeks with a wave of their hand and break rivers with a kick, there exists a little restaurant like this.The restaurant isn't large, but it is a place where countless apex existences will rush into.There, you can taste egg-fried rice made from phoenix eggs and dragon blood rice.There, you can drink strong wine brewed from vermillion fruit and water from the fountain of life.There, you can taste the barbecued meat of a ninth grade supreme beast sprinkled with black pepper.What? You want to abduct the chef? That's not going to happen, because there's a tenth grade divine beast, the Hellhound, lying at the entrance.Oh, that chef also has a robotic assistant that killed a ninth grade supreme being with a single hand and a group of crazy women whose stomachs were conquered.---------Releasing: Mon, Thu, Fri, and Weekends  ",3297,4.37,4.5150137,3.986048,4.471034,4.440097,4.4404006,1
16731346305020705,Beauty and the Beasts,Fantasy,2020-05-29T09:08:59.000Z,2023-10-12T09:27:15.000Z,White-Headed Dream / WebNovel,"Read Beauty and the Beasts novel written by the author White-Headed Dream on WebNovel, This serial novel genre is fantasy stories, covering  ✓ Newest updated ✓ All rights reserved",5,White-Headed Dream,,1661,32.6M," After finding herself in a beastmen world, a leopard rescues her and later abducts her. Bai Qingqing suffers quite a mental breakdown because the males in this world are as gorgeous and handsome as strutting peacocks. On the other hand, the females are ridiculously ugly, but still highly cherished by the males. As a beautiful high-school student, she has somehow become the most mesmerizing beauty in this world.Worst of all, this world is a matriarchal society. She doesn’t want three four husbands waiting on her! Her life becomes about teasing a leopard, tickling a tiger, seducing a poisonous snake, and capturing an eagle. Bai Qingqing, with a full harem, is too deep for tears. She really didn't want any of this.""Hey, hey, Brother Leopard, Brother Tiger, Brother Snake, Brother Eagle, what are you doing? Stay back!"" There are four male leads: The young and strong leopard, the emo and silent snake, the powerful tiger, and the aloof and loner eagle.  ",3548,4.74,4.7274523,4.653326,4.7395716,4.7894588,4.76832,1
11046198105246705,Insanely Pampered Wife: Divine Doctor 5th Young Miss,Fantasy,2018-12-07T03:03:21.000Z,2023-10-12T08:33:46.000Z,Shan Gumu / WebNovel,"Read Insanely Pampered Wife: Divine Doctor 5th Young Miss novel written by the author Shan Gumu on WebNovel, This serial novel genre is fantasy stories, covering TRANSMIGRATION, CULTIVATION, ROMANCE, HISTORICAL ✓ Newest updated ✓ All rights reserved",5,Shan Gumu,,2319,24.7M," She was the Fifth Young Miss of the revered General’s Residence, but was seen to be useless as trash. Promiscuous and flirtatious to a fault, she was finally killed by mistake under the hands of the attendants of the man she was chasing; She was a genius favoured by the Heavens but ultimately murdered by an insidious plot and all who shared her bloodline pursued and exterminated which caused her to lust for revenge to be paid in blood. The day the genius had unwittingly taken up the body of that useless trash and opened her eyes, her fate had completely changed!!! Refining elixirs and the smelting of weapons were tough?That did not daunt her. Beast Tamers were rare?She had easily gained the title of Emperor Beast Tamer! Forced marriages!?Men being arrogant because they are good looking?She stretches her hand out and easily pulls devilishly handsome men to her: The Demonic King brothers would easily take their place. A devilish glance, a slight shimmer of movement, and that man would suddenly disappear the next moment. He turned back around, his devilish smile alluring: “Let’s continue with the topic, let’s have a child!” This is another interesting story with transmigrating and very fun filled characters that will delight you.  ",2161,4.65,4.666358,4.427117,4.723739,4.740861,4.714021,1
12525846606754205,The Long-awaited Mr Han,Urban,2019-04-08T02:33:35.000Z,2023-10-12T08:34:13.000Z,As If Dawn / WebNovel,"Read The Long-awaited Mr Han novel written by the author As If Dawn on WebNovel, This serial novel genre is urban stories, covering REINCARNATION, ROMANCE ✓ Newest updated ✓ All rights reserved",5,As If Dawn,,3588,27.0M," ""Take me in, I'll do anything you want me to!""  In her previous life, Lu Man is sent to prison after being framed by her step-sister and an asshole. After being released from prison, the only thing that greets her is her mother's tombstone. Seeing the asshole and bitch getting happily along together like one big family with her birth father and step-mother, she sets out to die together with the asshole and her step-sister in fiery flames.  The moment she opens her eyes again, she finds herself back on the very day she was framed. Resolutely jumping out the window and climbing next door, she seeks refuge from the man occupying the room there. But who would have guessed that the man is the brilliant hunk she has always admired from afar in her past life? She vows to rub her eyes clean and be more discerning of people. She wants to make everyone who owed her in the past to pay her back!  ""Young Master Han, can you let me hug your other arm too?"" ""Actually, I have one more, do you want it?""""…""   ",2984,4.53,4.5569706,4.51441,4.5040216,4.557306,4.5100536,1
11721981606490105,End of the Magic Era,Fantasy,2019-01-28T03:28:50.000Z,2023-10-12T08:33:50.000Z,Zhuang Bifan / WebNovel,"Read End of the Magic Era novel written by the author Zhuang Bifan on WebNovel, This serial novel genre is fantasy stories, covering REINCARNATION, MAGIC ✓ Newest updated ✓ All rights reserved",5,Zhuang Bifan,/profile/438314049,1472,20.8M," The world that gave birth to the peak of magic civilization is about to be destroyed.The last survivor returned countless years in the past, that time was the birth of the magic civilization, countless mages were fumbling their ways on that thorny path.He, who came from the end of the era, was treading toward the Supreme Throne   ",1387,4.07,4.3143477,4.226388,3.8485942,3.8594089,4.0994954,1
9240153405002605,Unrivaled Medicine God,Eastern,2018-07-30T02:04:29.000Z,2023-10-12T07:33:45.000Z,Feng Yise / WebNovel,"Read Unrivaled Medicine God novel written by the author Feng Yise on WebNovel, This serial novel genre is eastern stories, covering REINCARNATION, CULTIVATION, HAREM, ACTION ✓ Newest updated ✓ All rights reserved",5,Feng Yise,,3119,26.7M," TRANSLATOR'S SYNOPSIS Qingyun Zi was betrayed and murdered. Just when he thought that everything was over, he wakes up in a new body; the body of a silkpants named Ye Yuan.   As he embarks on a new life, he struggles to cope with the loss of loved ones as well as to accept his new identity.   Unresigned to his fate, Ye Yuan resolves to make his way back to the top while hiding his identity from his old enemies as he plots his revenge.  How did he revive? Will he be exposed and die again with countless regrets? Was there a mastermind behind all this?  With all these questions and more in his heart, Ye Yuan resolves to seek out answers as he uncovers a darker plot behind everything.  ",1289,4.35,4.5205584,4.493406,4.2366176,4.2172227,4.287044,1
7834199305001505,Ancient Godly Monarch,Eastern,2017-06-26T12:42:39.000Z,2023-10-12T07:33:29.000Z,Jing Wu Hen / WebNovel,"Read Ancient Godly Monarch novel written by the author Jing Wu Hen on WebNovel, This serial novel genre is eastern stories, covering CULTIVATION, HAREM, ACTION, ROMANCE, ADVENTURE ✓ Newest updated ✓ All rights reserved",5,Jing Wu Hen,/profile/3859427027,2053,74.4M," In the Province of the Nine Skies, far above the heavens, there exists Nine Galaxies of Astral Rivers made up of countless constellations interwoven together. For Martial Cultivators, they could form an innate link with one of the constellations, awaken their Astral Soul, and transform into a Stellar Martial Cultivator. Legend has it that, the strongest cultivators in the Province of the Nine Skies, were beings that could open an astral gate every time they advanced into a new realm. Their talent in cultivation was such that they could even establish innate links with constellations that existed in a layer higher than the Nine Layers of Heavens, eventually transforming into the heaven-defying and earth-shattering power known as the War God of the Nine Heavens. Qin Wentian is the MC of this story. How could a guy, with a broken set of meridians, successfully cultivate? There were countless Stellar Martial Cultivators, as there were countless constellations in the vast starry skies. What he wanted to be, was the brightest constellation of all, shining dazzlingly in the vast starry skies.   ",2360,4.41,4.482627,4.3788137,4.384322,4.379661,4.4377117,1
14806770705680405,Pocket Hunting Dimension,Eastern,2020-03-27T06:25:09.000Z,2023-10-12T08:53:21.000Z,Blue Sky Washing Rain / WebNovel,"Read Pocket Hunting Dimension novel written by the author Blue Sky Washing Rain on WebNovel, This serial novel genre is eastern stories, covering  ✓ Newest updated ✓ All rights reserved",5,Blue Sky Washing Rain,,1331,10.1M," Lu Ze transmigrated to the interstellar era two thousand years later.The previous owner of this body had lovey-dovey parents and a cute little sister. Although his cultivation talent was ordinary, his life was fulfilling. It could be said to be a dream start. Lu Ze was very happy.However, as soon as he slept, he came to a strange dimension.He almost got taken out trying to fight an one meter tall huge white rabbit. After making the arduous kill, Lu Ze found that things didn't seem to be so simple.After killing prey in this dimension, he could get little orbs that could be used for cultivation.This was going to make him an eternal jungler.But he seemed to be able to hope for domination of the cosmos and invincibility?  ",1187,4.48,4.5248528,4.5509686,4.4347095,4.4052234,4.5012636,1
7213811205000505,Swallowed Star,Eastern,2017-04-14T14:21:53.000Z,2024-01-19T10:05:26.000Z,I Eat Tomatoes / WebNovel,"Read Swallowed Star novel written by the author I Eat Tomatoes on WebNovel, This serial novel genre is eastern stories, covering CULTIVATION, WEAKTOSTRONG, EVOLUTION, ADVENTURE, APOCALYPSE ✓ Newest updated ✓ All rights reserved",5,I Eat Tomatoes,,1486,44.9M," Year 2056, in a city in the Yuan Jiang Su Jin area. On top of a ruined, shattered six story residential apartment sits a teenager wearing a combat vest, militaristic trousers, and alloyed battle boots. On his back is a hexagonal shield and equipped is a blood-shadow battle knife. He sits there silently on the edge of the roof. At this time, the sparkling sky was shining and there was a refreshing breath within the air that blew towards him. However, there was only silence within the ruined, deserted city, with an occasional howl that makes your heart skip a beat.       ",1440,4.29,4.264583,4.015972,4.367361,4.3152776,4.4666667,1
12447708905471005,Rebirth of the Strongest Empress,Fantasy,2019-04-15T02:35:10.000Z,2023-10-12T08:34:11.000Z, North Night / WebNovel,"Read Rebirth of the Strongest Empress novel written by the author  North Night on WebNovel, This serial novel genre is fantasy stories, covering REINCARNATION, CULTIVATION ✓ Newest updated ✓ All rights reserved",5, North Night,,2761,23.5M," In her previous life, her spirit root was dug out. Despite being filled with righteousness, she is deemed heretic! When she returns to her youth, she tries her best to resist the tides of fate by defying the heavens. Anyone who humiliated or bullied her in her previous life would suffer payback a hundred times over! She cultivates her bloodline independently and reforges a supreme-grade spirit root! She slays despicable clansmen and regains her glory! The rules of the world do not bind her in any way. In this life, she plans to forge a path of righteous slaughter for herself!  He is the God that is well-respected by everyone, cold and aloof; yet, he sneaks in every night to have her have his baby.  ""Hey, have you thought it through?""""Can I reject it?""""You can choose to have one baby or two.""""Why must it be me!?""""Because you stole my heart!""  ",2360,4.58,4.6135592,4.515254,4.577119,4.6211863,4.5898304,1
11418908406358805,Black Tech Internet Cafe System,Eastern,2019-03-25T02:44:03.000Z,2023-10-12T08:33:49.000Z, The Leaf That Goes Against Water  / WebNovel,"Read Black Tech Internet Cafe System novel written by the author  The Leaf That Goes Against Water  on WebNovel, This serial novel genre is eastern stories, covering SYSTEM, CULTIVATION, COMEDY, VIDEOGAME, ADVENTURE ✓ Newest updated ✓ All rights reserved",5, The Leaf That Goes Against Water ,,944,18.9M," We’ve had systems that help the MCs make pills, steal skills from legendary masters, and even be forced to show off to earn points, but what about a system that allows one to run a virtual reality internet cafe, featuring all the classic games? Our MC awakens in a new world (Truck-kun strikes again) and finds himself with a mysterious system that allows him to run a fully self-sufficient virtual reality internet cafe! What? Opening an internet cafe in a cultivator world? You can now surf the internet, watch dramas, and play video games?! One Emperor Warrior cried after visiting MC’s shop, “Damn, Blizzard completes my life!”Another Yuan River Realm cultivator gasped after drinking Sprite, “What is this sorcery?”  What else did the MC bring to the cultivator world? Come join us on this adventure as Fang Qi faces off against cultivation sects and major forces with his collection of modern treasures.  ",2161,4.53,4.57242,4.5775104,4.5020823,4.4881997,4.492365,1
11806136706531205,The Most Loving Marriage In History: Master Mu’s Pampered Wife,Urban,2019-01-28T03:40:06.000Z,2023-10-12T08:33:51.000Z,Bei Chuan Yun Shang Jin / WebNovel,"Read The Most Loving Marriage In History: Master Mu’s Pampered Wife novel written by the author Bei Chuan Yun Shang Jin on WebNovel, This serial novel genre is urban stories, covering ROMANCE ✓ Newest updated ✓ All rights reserved",5,Bei Chuan Yun Shang Jin,,2152,29.7M," ""Missus, time to fulfil your duties!” Mu Yuchen demanded as he pulled Xi Xiaye closer with his arms intimately wrapped around her waist.—It was a meticulously planned feast for the powerful. Her fiancé had knelt down on one knee and proposed to her sister instead. Robbed of her right to her inheritance, she was prepared for the Xi family to throw her to the wolves.As she slipped away from her family that had turned their backs on her, she found him — Mu Yuchen, the low-profile and reserved noble that ruled City Z and led Glory World Corporation.“Mu Yuchen, let’s get married!” He looked up at her, then suddenly stood up. “Where are you going?”""Let’s go. Any later and the civil affairs bureau will be closed.”  ",5625,4.56,4.591111,4.5132446,4.548089,4.580622,4.5472,1
8456930206000105,My Loyal Husband After Our Divorce,Urban,2017-10-27T03:12:44.000Z,2023-10-12T07:33:41.000Z,The Courtesan&#39;s Smile / WebNovel,"Read My Loyal Husband After Our Divorce novel written by the author The Courtesan&#39;s Smile on WebNovel, This serial novel genre is urban stories, covering ROMANCE, REVENGE, BEAUTY, HIGHIQ, GENIUS ✓ Newest updated ✓ All rights reserved",5,The Courtesan&#39;s Smile,/profile/1781909594,992,85.7M," Author's Synopsis:A piece of divorce paper sent Xia Xinghe into a state of destitution. However, a car accident later, she transformed into a professional hacker with more money than she could ever spend.  All those that have belittled, bullied and laughed at me, please line up, I'll show you what the meaning of face-slapping is!Wait, wait, wait. That guy over there, the ex-husband that I no longer have any relations with, don't cut in line. What, you want to help me face-slap these people?“Not only that I will help you face-slap myself!” The wickedly handsome man with billions dollar in estate raised his own palm to slap his own face without reservation!Ps. This is a girl-power, no cheating, no misunderstanding, no harem, 1v1 romance story. Also, please expect the unexpected in terms of the plotlines, and not hold it to the standard romance plot structure. Translator's Synopsis:A van exited an orphanage under the cover of the night but wait, what is it carrying..? Dead bodies! Dead bodies of children and toddlers! No one knew for certain where it was going and what happened to the children but one thing's for sure, it had to do with the mysterious disappearance of highly intelligent children all around the world. A recurring nightmare triggered Xia Xinghe's desire to unveil the mystery behind her mother's disappearance, a mystery that led to the discovery of a larger conspiracy. Follow along as she made new allies and enemies as she delved deeper into the twisting conspiracy, all the while fielding her ex-husband's relentless romantic advances. The quarrelsome yet loving couple supported each other as they crossed the boundaries of class, nations, space, life and even dimension itself, each pursuing their own goal. For the wife it is to discover the identity of her origin and for the husband, to make his ex-wife fall in love with him.   ",10824,4.62,4.638766,4.5910015,4.6238914,4.643293,4.5786214,1
7834185605001405,True Martial World,Eastern,2017-06-26T12:15:45.000Z,2023-10-12T07:33:28.000Z,Cocooned Cow / WebNovel,"Read True Martial World novel written by the author Cocooned Cow on WebNovel, This serial novel genre is eastern stories, covering REINCARNATION, CULTIVATION, ROMANCE, ADVENTURE, ACTION ✓ Newest updated ✓ All rights reserved",5,Cocooned Cow,/profile/1657837878,1710,86.1M," With the strongest experts from the 33 Skies the Human Emperor, Lin Ming, and his opponent, the Abyssal Demon King, were embroiled in a final battle. In the end, the Human Emperor destroyed the Abyssal World and killed the Abyssal Demon King. By then, a godly artifact, the mysterious purple card that had previously sealed the Abyssal Demon King, had long since disappeared into the space-time vortex, tunneling through infinite spacetime together with one of Lin Ming’s loved ones. In the vast wilderness, where martial arts was still slowly growing in its infancy, several peerless masters tried to find their path in the world of martial arts. A young adult named Yi Yun from modern Earth unwittingly stumbles into such a world and begins his journey with a purple card of unknown origin. This is a magnificent yet unknown true martial world! This is the story of a normal young adult and his adventures!!      ",3054,4.26,4.516372,4.1771445,4.1064177,4.1918793,4.2930584,1
6831855002001305,Strongest Abandoned Son,Urban,2017-03-01T09:22:31.000Z,2023-10-12T07:33:11.000Z,Goose Five / WebNovel,"Read Strongest Abandoned Son novel written by the author Goose Five on WebNovel, This serial novel genre is urban stories, covering HAREM, CULTIVATION, ROMANCE, ACTION, ADVENTURE ✓ Newest updated ✓ All rights reserved",5,Goose Five,,2258,58.7M," When Ye Mo suddenly woke up, he realized that everything around him seemed to have changed. His pretty master was nowhere to be seen. Most importantly, he remembered something scary that wasn’t about himself.Therefore, Ye Mo hurried to run into a small alley without people after class. The first thing he did was pull down his pants. He just wanted to check out his p**is.------**Warning: This novel contains mature content**Release Rate: 14 Chapters/Week  ",2167,4.37,4.49054,4.4208584,4.35856,4.3133364,4.258422,1
9795116706003105,The Legend of Futian,Eastern,2018-05-14T02:52:50.000Z,2023-10-12T08:33:42.000Z,Jing Wuhen / WebNovel,"Read The Legend of Futian novel written by the author Jing Wuhen on WebNovel, This serial novel genre is eastern stories, covering ROMANCE, HAREM, ADVENTURE, ACTION, COMEDY ✓ Newest updated ✓ All rights reserved",5,Jing Wuhen,,2969,21.7M," In a time when the Divine Prefectures of the East Sea were in great disarray, Emperor Ye Qing and Donghuang the Great appeared to save the day. Under their rule, the prefectures united and all nations as well as  their kings have been controlled. However, the legend of these two great heroes becomes altered when Emperor Ye Qing's name is wiped from the history books after his sudden death. All statues and images of him were destroyed and his name a taboo. Only the legend of Donghuang the Great shall live on.                             Fifteen years later, a young man by the name of Ye Futian begins his journey in search for his true identity. The legend of Futian was going to be one for the history books.  ",1028,4.45,4.483463,4.39786,4.4610896,4.4698443,4.421206,1
18909654105528305,God Rank Upgrade System,Sci-fi,2021-02-12T02:50:01.000Z,2023-11-10T05:46:23.000Z,Master Minesweeper / WebNovel,"Read God Rank Upgrade System novel written by the author Master Minesweeper on WebNovel, This serial novel genre is sci-fi stories, covering  ✓ Newest updated ✓ All rights reserved",5,Master Minesweeper,,1479,4.8M," “As long as I level up another 10 times, I will be able to activate the Gene Lock. At that time, I will be able to destroy this celestial body!” After transmigrating into the body of a trash in a future where zombies and intellectual beasts existed, Lin Xiu accidentally obtained an upgrade system to transcend human limitations and devour the heavens!  ",305,3.56,3.7639344,3.6688526,3.462295,3.357377,3.5540984,1
12583970906002305,Scholar&#39;s Advanced Technological System,Urban,2019-07-08T02:28:45.000Z,2024-04-02T05:24:01.000Z,Morning Star LL / WebNovel,"Read Scholar&#39;s Advanced Technological System novel written by the author Morning Star LL on WebNovel, This serial novel genre is urban stories, covering SYSTEM ✓ Newest updated ✓ All rights reserved",5,Morning Star LL,,1685,14.5M," After suffering from a heat stroke while working under the scorching heat of summer, Lu Zhou, a hardworking but poor university student, somehow becomes the owner of an advanced technological system. With the cheat given by the system, his university life changes overnight.  A Master's degree? Easy.  PhD? Not a problem.    From a nobody, he quickly becomes a huge celebrity in the world of science. With the missions given by the system, he is on his way to winning a Nobel Prize.    ""System, can points be exchanged for money?"" ""No."" ""F**k, what use are you then!?"" ""This system will make you the ultimate scholar, the kind that lords over all of humanity. What use will money be to you?""  ",1468,4.54,4.613079,4.56812,4.523161,4.5013623,4.517711,1
11350679406335605,The World Online,Games,2018-08-21T09:45:01.000Z,2023-10-12T08:33:48.000Z,Sheng Xiao Jian Ke / WebNovel,"Read The World Online novel written by the author Sheng Xiao Jian Ke on WebNovel, This serial novel genre is games stories, covering KINGDOMBUILDING, VIDEOGAME, REINCARNATION ✓ Newest updated ✓ All rights reserved",5,Sheng Xiao Jian Ke,,1356,30.7M," Earth Online – a virtual MMORPG that takes place in the future year of 2190 – a game that everyone will bet their futures on. Set in a map that is ten times the size of real-world Earth, players battle for supremacy in the first game to feature personal adventure, territory construction, and grand warfare. For every death you experience in the game, your level would drop back to zero. Ouyang Shuo, an above average player, suffered the ultimate betrayal. For merely a piece of equipment, his sworn brother betrayed and backstabbed him. This time, after he reincarnated in the game, Ouyang Shuo swore to exact vengeance. However, in an unexpected turn of events, Ouyang Shuo found himself back five years before the betrayal – right before the launch of Earth Online. This time, armed with the knowledge from his past life, Ouyang Shuo would venture upon a new path. How to perfectly complete quests? What historical battle maps would appear? How should one build up their territory? Utilizing the experience from the predecessors of his last life, Ouyang Shuo makes his bid for the top against all odds. Follow his journey as he seeks to lord over the world! A different kind of tale that blends historical characters and virtual reality gaming, with heavy emphasis on kingdom building and warfare.  ",847,4.29,4.390791,4.421488,4.2007084,4.135773,4.309327,1
8179206705005905,Ghost Emperor Wild Wife: Dandy Eldest Miss,Fantasy,2018-02-05T03:18:02.000Z,2023-10-12T07:33:38.000Z,Xiao Qi Ye / WebNovel,"Read Ghost Emperor Wild Wife: Dandy Eldest Miss novel written by the author Xiao Qi Ye on WebNovel, This serial novel genre is fantasy stories, covering REINCARNATION, CULTIVATION, ROMANCE, WEAKTOSTRONG, TRANSMIGRATION ✓ Newest updated ✓ All rights reserved",5,Xiao Qi Ye,,2262,66.6M," Yun Luofeng, the genius of Huaxia Medicial School, died from an accident, and her soul attached onto the useless Eldest Miss of the General Estate in Longxia Continent.Not only was this trash ungifted in the literary arts and martial arts, but she was also big chested without a brain, arrogant, and self-willed. It was not enough for her to have a perfect fiancé like the Crown Prince. She actually forcibly snatched a pretty boy in public, leading to the Crown Prince to annul their engagement.However, the waste could not withstand this shock, so she actually hung herself to end her life.Opening her eyes again, she was no longer the previous useless eldest miss.With a contract with the Medical God's Code, the possession of a spiritual plant space, and miraculous hands that can bring the dead back to life, her medical skills will stun the world! Extending from the royals and nobles on top to the merchants and old and influential families below, they will all compete to curry her favor. Even His Highness the Crown Prince, who previously broke the engagement, came knocking on the door with a desire to reconcile?In regard to this, a certain mysterious man finally could not endure it anymore and proclaimed, “Whoever dares to come and harass my woman, let them come but never return!”Come party with us on Discord: https://discord.gg/WpxD7AA  ",4366,4.42,4.5004582,4.5838294,4.344251,4.3474574,4.3305087,1
8445263505000705,Night Ranger,Games,2017-10-19T02:47:11.000Z,2023-10-12T07:33:41.000Z,Dark Blue Coconut Milk / WebNovel,"Read Night Ranger novel written by the author Dark Blue Coconut Milk on WebNovel, This serial novel genre is games stories, covering SYSTEM, REINCARNATION, HAREM, ROMANCE, ADVENTURE ✓ Newest updated ✓ All rights reserved",5,Dark Blue Coconut Milk,,735,69.7M," Legendary player Marvin transmigrated to the eve of the Great Calamity. This was the end of the fourth era, all gods joined hands to destroy the Universe Magic Pool.The fourth Fate Tablet had begun maturing and all gods, demons, legends, devils, liches, dragons and other legendary creatures were appearing one after the other. In order to protect his loved ones, Marvin has no other choice but to delve into the shadows. This is the story of a young ranger growing into the Ruler of the Night during the Chaos Era._________________________TL: After transmigrating into a weak noble body, Marvin discovered that he was familiar with the world, this was the game he played in his previous life and... Damn! He only had six months before the Great Calamity!As a former top player, he would obviously fight to save the world... Yeah, no. Time to plan and prepare for the upcoming events, better to use that knowledge to get ahead rather than fight with gods.Follow Marvin's journey through this new world.  ",2773,4.37,4.477101,4.3959613,4.2967906,4.328525,4.3606205,1
11315851005335705,Godly Model Creator,Sci-fi,2018-08-24T04:30:55.000Z,2023-10-12T08:33:48.000Z,Minus Ninety Degrees / WebNovel,"Read Godly Model Creator novel written by the author Minus Ninety Degrees on WebNovel, This serial novel genre is sci-fi stories, covering ACADEMY, SUPERPOWERS ✓ Newest updated ✓ All rights reserved",5,Minus Ninety Degrees,,1084,19.9M," The arrival of origin ability era. Many berserk beasts spawned. Humans with superpowers blooming like mushrooms. Su Hao is just an ordinary 3rd year high school student who had mastered a lowly grade origin ability named “Model analysis”. However, when he was creating a character model in his mind by analyzing the opposing side’s ability, a crazy idea echoed in his mind. What would happen if he creates a model of the entire world? This would imply that he… would be like a God, controlling the world!  ",486,3.98,4.088477,3.8045268,4.012346,3.9917696,4.020576,1
6838665602002005,Throne of Magical Arcana,Fantasy,2017-03-04T06:15:45.000Z,2023-10-12T07:33:14.000Z,Cuttlefish That Loves Diving / WebNovel,"Read Throne of Magical Arcana novel written by the author Cuttlefish That Loves Diving on WebNovel, This serial novel genre is fantasy stories, covering REINCARNATION, MAGIC, WEAKTOSTRONG, TRANSMIGRATION, HIGHIQ ✓ Newest updated ✓ All rights reserved",5,Cuttlefish That Loves Diving,,910,15.4M," ""A falling star has brought the chaos. The throne of fate has lost its master. The nonbeliever who walks in light and darkness will make his debut.""In this magic world, knowledge is power.  ",871,4.43,4.5017223,3.9988518,4.535017,4.54535,4.5487943,1
10700626806140405,Monster Pet Evolution,Eastern,2018-12-24T02:44:52.000Z,2023-10-12T08:33:44.000Z,Wine Pool Inebriation / WebNovel,"Read Monster Pet Evolution novel written by the author Wine Pool Inebriation on WebNovel, This serial novel genre is eastern stories, covering EVOLUTION, SYSTEM, VIDEOGAME, ADVENTURE ✓ Newest updated ✓ All rights reserved",5,Wine Pool Inebriation,,853,19.8M," Three years ago, the animals and plants on Earth underwent crazy and unexplainable changes that included transformations, reversions, and the addition of otherworldly species. And it was the start of a brand-new type of profession in the new generation of humanity - Monster Trainers, people who specialized in taming monsters. On his 18th birthday, the protagonist of the story, Gao Peng, suddenly received the ability of being able to see the attribute data frame of monsters. With his ability, he aspired to become the strongest monster trainer that ever lived while looking for a method to revive his parents!  ",1891,4.38,4.392385,4.4182973,4.3564253,4.3696456,4.360656,1
16005365905643805,Mages Are Too OP,Games,2020-05-01T06:47:27.000Z,2023-10-12T09:09:18.000Z,Soaring Flames / WebNovel,"Read Mages Are Too OP novel written by the author Soaring Flames on WebNovel, This serial novel genre is games stories, covering  ✓ Newest updated ✓ All rights reserved",5,Soaring Flames,,800,11.9M," As one of the first players to gain access to World of Falan—the first immersive game worldwide—Roland creates his character as a Mage. However, playing as a Mage is not as fun and easy as he thought. His head even explodes after he casts the very first spell in the game. Stubbornly sticking to his class when most Mages decide to create a new character, Roland gradually discovers tricks of the trade and his unusual talent. This allows him to change people's stereotypes on Mages and to explore the deeply-buried secrets of this game…  ",1189,4.51,4.566863,4.5567703,4.4247265,4.447435,4.5475187,1
8092314906003205,Shadow Hack,Eastern,2018-01-01T06:10:57.000Z,2023-10-12T07:33:34.000Z,Great Lord of Cloudland / WebNovel,"Read Shadow Hack novel written by the author Great Lord of Cloudland on WebNovel, This serial novel genre is eastern stories, covering SYSTEM, CULTIVATION, HAREM, ACTION, ADVENTURE ✓ Newest updated ✓ All rights reserved",5,Great Lord of Cloudland,,989,47.1M," By coincidence, Li Yunmu found a super machine from humanity’s age of darkness. From that point onwards, his ordinary life would never be the same! Aptitude? Innate talent? What are these? Could they be eaten? I have neither aptitude nor innate skill, but my shadow can level up using hacks.Experience, Ability points, battle prowess…….all of them could be hacked. Even while he is asleep or tired, he could still increase his skills.[Ding, your shadow has killed an ant, you have gained experience points and ability points.][Ding, your shadow has successfully killed a dragonfly, it dropped a dimensional box.]Crap, even killing insects can also increase his experience and get him rewards. What else!  ",3053,3.79,4.1241403,3.891582,3.6505077,3.6066165,3.674091,1
